return_id,order_id,product_id,return_reason,return_status,return_date
RET0000383,ORD0032527,PROD001047,Late Delivery,refunded,2022-12-13
RET0000384,ORD0105465,PROD004403,Late Delivery,requested,2024-02-13
RET0000385,ORD0000130,PROD000420,Changed Mind,refunded,2024-03-24
RET0000386,ORD0085870,PROD006362,Late Delivery,refunded,2021-09-05
RET0000387,ORD0060802,PROD007334,Wrong Item,approved,2021-03-30
RET0000388,ORD0045252,PROD001714,Damaged Item,refunded,2023-02-18
RET0000389,ORD0008829,PROD006491,Quality Issue,approved,2023-05-18
RET0000390,ORD0051751,PROD007075,Changed Mind,approved,2022-02-16
RET0000391,ORD0083046,PROD003661,Late Delivery,approved,2021-06-09
RET0000392,ORD0073555,PROD000121,Wrong Item,approved,2023-04-14
RET0000393,ORD0033062,PROD006947,Late Delivery,approved,2022-10-09
RET0000394,ORD0067087,PROD007281,Late Delivery,requested,2023-02-25
RET0000395,ORD0096865,PROD003116,Quality Issue,requested,2023-12-25
RET0000396,ORD0106348,PROD002579,Size Issue,approved,2021-08-21
RET0000397,ORD0082166,PROD003466,Wrong Item,picked_up,2021-12-16
RET0000398,ORD0107892,PROD006841,Quality Issue,requested,2022-01-05
RET0000399,ORD0104078,PROD003786,Damaged Item,approved,2023-05-11
RET0000400,ORD0056347,PROD007673,Late Delivery,refunded,2022-06-13
RET0000401,ORD0073287,PROD004674,Quality Issue,picked_up,2022-11-17
RET0000402,ORD0046726,PROD007785,Quality Issue,refunded,2021-06-11
RET0000403,ORD0022602,PROD001120,Damaged Item,refunded,2023-12-31
RET0000404,ORD0085669,PROD001480,Damaged Item,approved,2021-05-06
RET0000405,ORD0104908,PROD005823,Late Delivery,refunded,2023-07-12
RET0000406,ORD0053037,PROD003730,Late Delivery,refunded,2021-02-20
RET0000407,ORD0014563,PROD007356,Damaged Item,picked_up,2024-02-10
RET0000408,ORD0059266,PROD005517,Quality Issue,requested,2023-05-25
RET0000409,ORD0020909,PROD006864,Damaged Item,requested,2023-08-01
RET0000410,ORD0017516,PROD004224,Quality Issue,requested,2022-10-02
RET0000411,ORD0049549,PROD004805,Quality Issue,refunded,2022-09-06
RET0000412,ORD0005864,PROD004328,Changed Mind,refunded,2024-03-19
RET0000413,ORD0001717,PROD002150,Changed Mind,refunded,2021-03-01
RET0000414,ORD0058695,PROD007336,Size Issue,refunded,2021-12-01
RET0000415,ORD0042095,PROD007660,Late Delivery,refunded,2022-10-22
RET0000416,ORD0085860,PROD006847,Wrong Item,approved,2022-06-03
RET0000417,ORD0041532,PROD004387,Quality Issue,refunded,2022-04-18
RET0000418,ORD0002701,PROD006902,Wrong Item,refunded,2023-11-24
RET0000419,ORD0021025,PROD007435,Size Issue,refunded,2021-04-26
RET0000420,ORD0004753,PROD007420,Changed Mind,approved,2021-02-26
RET0000421,ORD0006949,PROD004530,Size Issue,picked_up,2024-03-17
RET0000422,ORD0084149,PROD007806,Damaged Item,picked_up,2023-04-24
RET0000423,ORD0058364,PROD005802,Size Issue,refunded,2023-02-02
RET0000424,ORD0116132,PROD005573,Wrong Item,approved,2023-11-27
RET0000425,ORD0073534,PROD003285,Size Issue,requested,2022-07-16
RET0000426,ORD0035895,PROD002532,Quality Issue,refunded,2021-02-13
RET0000427,ORD0069554,PROD000916,Changed Mind,refunded,2022-05-22
RET0000428,ORD0030015,PROD000069,Size Issue,refunded,2023-01-01
RET0000429,ORD0076491,PROD002590,Wrong Item,picked_up,2021-08-08
RET0000430,ORD0118320,PROD000376,Wrong Item,approved,2022-03-12
RET0000431,ORD0038705,PROD005195,Late Delivery,refunded,2021-03-04
RET0000432,ORD0061463,PROD003073,Wrong Item,requested,2024-03-03
RET0000433,ORD0038098,PROD006767,Quality Issue,picked_up,2023-02-04
RET0000434,ORD0012783,PROD000809,Wrong Item,requested,2022-11-30
RET0000435,ORD0045903,PROD003877,Damaged Item,requested,2023-07-07
RET0000436,ORD0003232,PROD007387,Size Issue,picked_up,2024-02-15
RET0000437,ORD0024312,PROD005899,Size Issue,picked_up,2022-10-23
RET0000438,ORD0028629,PROD003879,Changed Mind,refunded,2023-07-10
RET0000439,ORD0077638,PROD001844,Damaged Item,picked_up,2023-02-21
RET0000440,ORD0086487,PROD004877,Late Delivery,picked_up,2021-03-10
RET0000441,ORD0082032,PROD006571,Changed Mind,approved,2023-06-12
RET0000442,ORD0101863,PROD005085,Size Issue,requested,2022-08-31
RET0000443,ORD0080689,PROD000409,Wrong Item,picked_up,2022-07-20
RET0000444,ORD0055210,PROD007403,Quality Issue,refunded,2021-12-20
RET0000445,ORD0073018,PROD006073,Damaged Item,requested,2021-03-25
RET0000446,ORD0114009,PROD002893,Wrong Item,approved,2024-05-10
RET0000447,ORD0083531,PROD001528,Size Issue,requested,2022-02-23
RET0000448,ORD0108621,PROD001799,Wrong Item,picked_up,2022-03-27
RET0000449,ORD0042287,PROD001660,Changed Mind,refunded,2023-09-01
RET0000450,ORD0082381,PROD003926,Quality Issue,picked_up,2023-08-22
RET0000451,ORD0078141,PROD001161,Late Delivery,approved,2024-01-27
RET0000452,ORD0069262,PROD005600,Late Delivery,requested,2021-12-29
RET0000453,ORD0046776,PROD006253,Size Issue,refunded,2021-06-17
RET0000454,ORD0004858,PROD003336,Damaged Item,picked_up,2022-03-06
RET0000455,ORD0104831,PROD003550,Quality Issue,refunded,2024-02-08
RET0000456,ORD0062494,PROD006866,Wrong Item,requested,2023-08-02
RET0000457,ORD0057210,PROD005495,Damaged Item,refunded,2023-06-01
RET0000458,ORD0060831,PROD000478,Changed Mind,approved,2021-10-18
RET0000459,ORD0016076,PROD001698,Late Delivery,requested,2022-07-08
RET0000460,ORD0069093,PROD006587,Late Delivery,requested,2023-01-25
RET0000461,ORD0076993,PROD004735,Late Delivery,picked_up,2021-12-16
RET0000462,ORD0089556,PROD000791,Late Delivery,requested,2023-03-06
RET0000463,ORD0073174,PROD007294,Damaged Item,requested,2024-02-11
RET0000464,ORD0070489,PROD002508,Quality Issue,requested,2023-10-20
RET0000465,ORD0048356,PROD005162,Damaged Item,picked_up,2022-06-12
RET0000466,ORD0097396,PROD007343,Size Issue,requested,2022-08-26
RET0000467,ORD0014608,PROD005713,Changed Mind,requested,2023-05-13
RET0000468,ORD0045849,PROD003066,Wrong Item,requested,2021-09-11
RET0000469,ORD0033759,PROD002964,Quality Issue,requested,2021-10-01
RET0000470,ORD0015798,PROD007785,Late Delivery,approved,2021-08-22
RET0000471,ORD0009189,PROD005421,Changed Mind,refunded,2023-11-19
RET0000472,ORD0027657,PROD003828,Quality Issue,refunded,2023-10-03
RET0000473,ORD0103982,PROD000960,Damaged Item,picked_up,2021-02-16
RET0000474,ORD0074227,PROD002140,Late Delivery,requested,2023-05-11
RET0000475,ORD0050036,PROD000720,Quality Issue,approved,2024-04-11
RET0000476,ORD0010150,PROD005176,Damaged Item,approved,2021-10-21
RET0000477,ORD0091678,PROD004857,Damaged Item,approved,2022-01-14
RET0000478,ORD0006904,PROD000799,Quality Issue,requested,2023-03-25
RET0000479,ORD0098926,PROD001518,Late Delivery,requested,2022-12-23
RET0000480,ORD0013925,PROD003988,Changed Mind,requested,2023-04-08
RET0000481,ORD0110949,PROD001417,Quality Issue,picked_up,2021-07-22
RET0000482,ORD0074573,PROD002964,Late Delivery,approved,2021-10-27
RET0000483,ORD0024529,PROD003194,Damaged Item,requested,2022-05-17
RET0000484,ORD0064317,PROD007132,Damaged Item,approved,2022-03-15
RET0000485,ORD0077130,PROD003277,Damaged Item,requested,2022-03-22
RET0000486,ORD0011651,PROD001060,Late Delivery,requested,2023-04-02
RET0000487,ORD0096813,PROD003955,Quality Issue,refunded,2023-02-05
RET0000488,ORD0021155,PROD006700,Late Delivery,picked_up,2023-11-26
RET0000489,ORD0030230,PROD002945,Size Issue,refunded,2021-03-15
RET0000490,ORD0003493,PROD003388,Quality Issue,refunded,2022-07-04
RET0000491,ORD0074948,PROD006456,Late Delivery,picked_up,2023-09-17
RET0000492,ORD0085821,PROD005991,Late Delivery,requested,2022-10-29
RET0000493,ORD0063451,PROD001013,Quality Issue,requested,2023-09-08
RET0000494,ORD0097537,PROD006881,Damaged Item,requested,2022-12-08
RET0000495,ORD0065633,PROD000392,Changed Mind,picked_up,2023-03-02
RET0000496,ORD0104531,PROD003734,Late Delivery,requested,2022-04-17
RET0000497,ORD0117636,PROD004777,Changed Mind,picked_up,2024-05-13
RET0000498,ORD0076245,PROD001648,Damaged Item,approved,2023-11-05
RET0000499,ORD0101997,PROD000223,Size Issue,requested,2021-04-23
RET0000500,ORD0112624,PROD007591,Quality Issue,approved,2022-03-20
RET0000501,ORD0013106,PROD000657,Size Issue,picked_up,2024-01-11
RET0000502,ORD0022284,PROD006677,Quality Issue,picked_up,2021-04-26
RET0000503,ORD0027981,PROD004806,Quality Issue,refunded,2024-02-15
RET0000504,ORD0082128,PROD006678,Quality Issue,requested,2022-06-13
RET0000505,ORD0073760,PROD004006,Changed Mind,refunded,2021-06-17
RET0000506,ORD0033503,PROD002140,Wrong Item,requested,2022-03-05
RET0000507,ORD0038605,PROD003460,Quality Issue,picked_up,2021-08-09
RET0000508,ORD0036750,PROD004387,Late Delivery,requested,2021-11-20
RET0000509,ORD0036862,PROD005929,Size Issue,picked_up,2021-04-20
RET0000510,ORD0002005,PROD007510,Size Issue,requested,2023-03-09
RET0000511,ORD0091607,PROD006655,Size Issue,picked_up,2024-05-10
RET0000512,ORD0083972,PROD001773,Wrong Item,refunded,2023-12-06
RET0000513,ORD0103216,PROD003393,Quality Issue,requested,2022-03-12
RET0000514,ORD0104038,PROD004765,Quality Issue,refunded,2023-07-26
RET0000515,ORD0058210,PROD005356,Changed Mind,approved,2021-12-29
RET0000516,ORD0109693,PROD002334,Wrong Item,requested,2022-01-22
RET0000517,ORD0032368,PROD007879,Quality Issue,refunded,2022-01-07
RET0000518,ORD0112483,PROD002538,Quality Issue,requested,2023-09-26
RET0000519,ORD0035874,PROD006910,Quality Issue,refunded,2024-01-06
RET0000520,ORD0098566,PROD006072,Wrong Item,approved,2023-02-21
RET0000521,ORD0085273,PROD005996,Wrong Item,requested,2021-05-28
RET0000522,ORD0030121,PROD001583,Size Issue,refunded,2023-02-05
RET0000523,ORD0004048,PROD001686,Late Delivery,requested,2024-01-08
RET0000524,ORD0013893,PROD002113,Damaged Item,picked_up,2022-02-11
RET0000525,ORD0017358,PROD001948,Changed Mind,approved,2024-05-09
RET0000526,ORD0024291,PROD002385,Quality Issue,picked_up,2021-07-03
RET0000527,ORD0033873,PROD003763,Late Delivery,picked_up,2022-11-03
RET0000528,ORD0002891,PROD000270,Quality Issue,refunded,2022-05-23
RET0000529,ORD0036915,PROD001335,Wrong Item,picked_up,2023-05-27
RET0000530,ORD0094047,PROD002713,Late Delivery,refunded,2023-10-22
RET0000531,ORD0090448,PROD007906,Size Issue,approved,2022-12-10
RET0000532,ORD0043147,PROD003534,Late Delivery,refunded,2021-05-18
RET0000533,ORD0028924,PROD006407,Quality Issue,refunded,2022-08-15
RET0000534,ORD0115353,PROD003314,Late Delivery,refunded,2022-02-17
RET0000535,ORD0110409,PROD004599,Wrong Item,picked_up,2021-08-10
RET0000536,ORD0119987,PROD001744,Size Issue,picked_up,2022-11-23
RET0000537,ORD0027031,PROD006568,Size Issue,approved,2024-03-12
RET0000538,ORD0107646,PROD000594,Damaged Item,picked_up,2021-03-05
RET0000539,ORD0060294,PROD004685,Damaged Item,requested,2021-02-15
RET0000540,ORD0049178,PROD005029,Size Issue,refunded,2023-04-04
RET0000541,ORD0062627,PROD001490,Late Delivery,requested,2022-06-14
RET0000542,ORD0055773,PROD006601,Damaged Item,approved,2022-01-24
RET0000543,ORD0078165,PROD002686,Late Delivery,picked_up,2024-02-21
RET0000544,ORD0011776,PROD004869,Wrong Item,picked_up,2021-12-31
RET0000545,ORD0090533,PROD006968,Quality Issue,requested,2021-09-23
RET0000546,ORD0046233,PROD006778,Damaged Item,picked_up,2024-01-27
RET0000547,ORD0017581,PROD003355,Size Issue,approved,2021-11-23
RET0000548,ORD0005311,PROD007969,Wrong Item,approved,2022-09-09
RET0000549,ORD0016113,PROD005849,Damaged Item,approved,2024-02-23
RET0000550,ORD0030698,PROD007563,Damaged Item,picked_up,2022-11-18
RET0000551,ORD0020579,PROD006932,Late Delivery,refunded,2021-06-13
RET0000552,ORD0020083,PROD006097,Quality Issue,refunded,2023-11-20
RET0000553,ORD0065822,PROD006998,Late Delivery,requested,2022-03-15
RET0000554,ORD0060394,PROD000047,Late Delivery,picked_up,2023-08-01
RET0000555,ORD0050051,PROD005490,Late Delivery,requested,2021-06-20
RET0000556,ORD0087715,PROD000444,Late Delivery,refunded,2022-08-30
RET0000557,ORD0096204,PROD004666,Damaged Item,approved,2022-06-28
RET0000558,ORD0094450,PROD006585,Wrong Item,requested,2021-04-01
RET0000559,ORD0010924,PROD000815,Changed Mind,approved,2023-10-21
RET0000560,ORD0067328,PROD006870,Quality Issue,requested,2024-02-12
RET0000561,ORD0114563,PROD007400,Late Delivery,approved,2022-10-27
RET0000562,ORD0033991,PROD001692,Changed Mind,requested,2024-02-17
RET0000563,ORD0048368,PROD006427,Wrong Item,picked_up,2023-12-01
RET0000564,ORD0009413,PROD001200,Quality Issue,refunded,2024-04-23
RET0000565,ORD0096791,PROD002700,Damaged Item,approved,2023-05-04
RET0000566,ORD0119992,PROD001673,Changed Mind,refunded,2024-01-05
RET0000567,ORD0021356,PROD006254,Changed Mind,picked_up,2022-05-09
RET0000568,ORD0116632,PROD004685,Quality Issue,picked_up,2024-04-14
RET0000569,ORD0091740,PROD001570,Damaged Item,requested,2024-01-04
RET0000570,ORD0119422,PROD004933,Size Issue,requested,2024-01-20
RET0000571,ORD0107306,PROD002402,Damaged Item,approved,2024-03-08
RET0000572,ORD0063522,PROD005453,Wrong Item,requested,2021-03-18
RET0000573,ORD0110045,PROD001538,Damaged Item,refunded,2024-04-28
RET0000574,ORD0047199,PROD006552,Damaged Item,refunded,2023-12-13
RET0000575,ORD0105715,PROD000758,Wrong Item,requested,2023-02-27
RET0000576,ORD0102631,PROD006695,Quality Issue,requested,2022-02-24
RET0000577,ORD0118671,PROD007028,Size Issue,approved,2022-07-23
RET0000578,ORD0108701,PROD006048,Changed Mind,requested,2021-07-30
RET0000579,ORD0059108,PROD006577,Changed Mind,requested,2021-11-21
RET0000580,ORD0033030,PROD003836,Changed Mind,approved,2022-08-06
RET0000581,ORD0096105,PROD002399,Size Issue,refunded,2021-02-19
RET0000582,ORD0051433,PROD000045,Quality Issue,requested,2022-10-06
RET0000583,ORD0002647,PROD001940,Size Issue,picked_up,2022-10-13
RET0000584,ORD0033649,PROD002714,Size Issue,approved,2023-04-06
RET0000585,ORD0047086,PROD002356,Wrong Item,requested,2023-10-22
RET0000586,ORD0042447,PROD003897,Damaged Item,requested,2021-10-12
RET0000587,ORD0020120,PROD002315,Changed Mind,requested,2021-07-18
RET0000588,ORD0096485,PROD005277,Size Issue,refunded,2021-12-14
RET0000589,ORD0001144,PROD007908,Quality Issue,picked_up,2022-03-12
RET0000590,ORD0027770,PROD002268,Size Issue,requested,2022-07-28
RET0000591,ORD0084899,PROD004110,Wrong Item,requested,2023-08-17
RET0000592,ORD0070006,PROD005074,Size Issue,approved,2021-07-25
RET0000593,ORD0043597,PROD004825,Damaged Item,refunded,2023-04-23
RET0000594,ORD0105668,PROD005819,Size Issue,requested,2023-07-10
RET0000595,ORD0038268,PROD005086,Quality Issue,refunded,2021-09-26
RET0000596,ORD0075616,PROD004988,Changed Mind,approved,2022-01-31
RET0000597,ORD0097859,PROD005889,Damaged Item,refunded,2021-08-31
RET0000598,ORD0007620,PROD006401,Late Delivery,requested,2024-04-24
RET0000599,ORD0030274,PROD007258,Damaged Item,approved,2022-04-22
RET0000600,ORD0027206,PROD000628,Damaged Item,refunded,2024-04-16
RET0000601,ORD0013175,PROD003746,Damaged Item,approved,2021-12-29
RET0000602,ORD0102428,PROD007038,Size Issue,refunded,2024-01-13
RET0000603,ORD0113324,PROD005378,Late Delivery,picked_up,2022-09-17
RET0000604,ORD0089548,PROD007995,Damaged Item,requested,2022-07-15
RET0000605,ORD0022110,PROD006338,Size Issue,picked_up,2022-09-24
RET0000606,ORD0065155,PROD004107,Damaged Item,requested,2023-10-08
RET0000607,ORD0089713,PROD000149,Wrong Item,picked_up,2022-08-29
RET0000608,ORD0045678,PROD006095,Wrong Item,requested,2023-01-27
RET0000609,ORD0103004,PROD005714,Changed Mind,picked_up,2023-08-29
RET0000610,ORD0060656,PROD006913,Late Delivery,picked_up,2024-03-11
RET0000611,ORD0039526,PROD007851,Late Delivery,approved,2024-01-12
RET0000612,ORD0056600,PROD001371,Changed Mind,picked_up,2023-07-12
RET0000613,ORD0003698,PROD003353,Changed Mind,requested,2023-10-30
RET0000614,ORD0082706,PROD004092,Size Issue,picked_up,2023-05-08
RET0000615,ORD0040193,PROD000021,Size Issue,requested,2023-04-27
RET0000616,ORD0013012,PROD004486,Quality Issue,requested,2022-08-01
RET0000617,ORD0079428,PROD001796,Size Issue,refunded,2021-08-15
RET0000618,ORD0087146,PROD004686,Late Delivery,refunded,2021-03-26
RET0000619,ORD0094397,PROD002688,Changed Mind,requested,2023-01-28
RET0000620,ORD0106626,PROD002277,Size Issue,requested,2023-03-03
RET0000621,ORD0041029,PROD004427,Late Delivery,refunded,2021-08-13
RET0000622,ORD0104962,PROD004800,Late Delivery,approved,2023-09-21
RET0000623,ORD0078035,PROD000404,Damaged Item,requested,2023-08-14
RET0000624,ORD0027099,PROD002991,Quality Issue,approved,2021-03-17
RET0000625,ORD0046013,PROD006077,Wrong Item,picked_up,2022-06-20
RET0000626,ORD0034342,PROD000838,Wrong Item,refunded,2021-04-13
RET0000627,ORD0048762,PROD007291,Changed Mind,requested,2021-05-25
RET0000628,ORD0008769,PROD000305,Late Delivery,approved,2022-03-30
RET0000629,ORD0066996,PROD004317,Size Issue,refunded,2024-04-01
RET0000630,ORD0118919,PROD001135,Size Issue,approved,2022-04-06
RET0000631,ORD0082392,PROD007926,Wrong Item,approved,2022-01-29
RET0000632,ORD0025533,PROD003767,Size Issue,refunded,2022-04-14
RET0000633,ORD0009337,PROD003093,Quality Issue,requested,2024-02-19
RET0000634,ORD0074544,PROD003191,Changed Mind,refunded,2023-01-15
RET0000635,ORD0002356,PROD006350,Size Issue,picked_up,2023-08-27
RET0000636,ORD0074788,PROD005047,Changed Mind,refunded,2023-01-17
RET0000637,ORD0096979,PROD007255,Wrong Item,picked_up,2023-07-11
RET0000638,ORD0047677,PROD001759,Wrong Item,requested,2023-04-11
RET0000639,ORD0065269,PROD002611,Quality Issue,approved,2021-06-15
RET0000640,ORD0000512,PROD000444,Changed Mind,requested,2021-09-04
RET0000641,ORD0093526,PROD007853,Quality Issue,refunded,2021-12-17
RET0000642,ORD0105175,PROD007164,Late Delivery,approved,2022-01-06
RET0000643,ORD0015914,PROD004643,Size Issue,refunded,2023-12-30
RET0000644,ORD0068915,PROD002568,Damaged Item,approved,2022-06-24
RET0000645,ORD0072761,PROD005384,Changed Mind,approved,2021-02-01
RET0000646,ORD0088541,PROD001439,Wrong Item,requested,2021-12-25
RET0000647,ORD0015745,PROD004387,Wrong Item,refunded,2022-06-02
RET0000648,ORD0088343,PROD000191,Quality Issue,picked_up,2022-07-12
RET0000649,ORD0091987,PROD001428,Wrong Item,requested,2022-03-15
RET0000650,ORD0085526,PROD004710,Size Issue,approved,2021-02-11
RET0000651,ORD0109571,PROD007012,Late Delivery,picked_up,2022-06-03
RET0000652,ORD0012194,PROD005534,Quality Issue,picked_up,2021-10-08
RET0000653,ORD0039455,PROD002352,Late Delivery,approved,2022-01-09
RET0000654,ORD0022716,PROD004099,Damaged Item,approved,2021-11-25
RET0000655,ORD0091684,PROD004725,Size Issue,approved,2022-08-28
RET0000656,ORD0028319,PROD004488,Late Delivery,requested,2022-04-29
RET0000657,ORD0111986,PROD003393,Changed Mind,requested,2024-02-25
RET0000658,ORD0031910,PROD004516,Damaged Item,approved,2021-06-15
RET0000659,ORD0090282,PROD005237,Damaged Item,approved,2022-03-24
RET0000660,ORD0100967,PROD005135,Quality Issue,requested,2023-01-11
RET0000661,ORD0042509,PROD000767,Wrong Item,refunded,2023-08-21
RET0000662,ORD0001221,PROD003819,Changed Mind,approved,2024-04-29
RET0000663,ORD0064099,PROD003947,Changed Mind,requested,2021-05-04
RET0000664,ORD0112306,PROD006409,Quality Issue,picked_up,2021-02-25
RET0000665,ORD0095784,PROD005585,Quality Issue,requested,2023-01-02
RET0000666,ORD0047128,PROD002984,Changed Mind,picked_up,2021-08-17
RET0000667,ORD0111527,PROD000597,Late Delivery,picked_up,2023-12-02
RET0000668,ORD0012791,PROD007598,Late Delivery,requested,2023-08-24
RET0000669,ORD0096579,PROD001703,Quality Issue,refunded,2022-10-06
RET0000670,ORD0054917,PROD002998,Damaged Item,approved,2024-03-14
RET0000671,ORD0119235,PROD005635,Damaged Item,refunded,2021-12-30
RET0000672,ORD0009753,PROD003546,Wrong Item,requested,2021-02-24
RET0000673,ORD0027048,PROD007720,Late Delivery,approved,2021-07-02
RET0000674,ORD0041272,PROD004707,Size Issue,requested,2024-04-21
RET0000675,ORD0092280,PROD002050,Changed Mind,refunded,2021-06-13
RET0000676,ORD0003718,PROD006487,Size Issue,refunded,2022-10-09
RET0000677,ORD0070472,PROD002582,Late Delivery,approved,2021-03-31
RET0000678,ORD0003795,PROD007033,Late Delivery,picked_up,2024-04-18
RET0000679,ORD0057479,PROD001729,Changed Mind,requested,2021-08-06
RET0000680,ORD0007160,PROD003225,Damaged Item,requested,2022-03-01
