product_id,category_id,brand_name,product_name,mrp,cost_price,weight_g,length_cm,height_cm,width_cm,launch_month,selling_price,product_rating_avg
PROD000241,CAT031,Patanjali,Product_000241,11262.35,6596.05,392,68.8,7.7,16.0,9,9829.36,3.6
PROD000242,CAT015,Airtel,Product_000242,5740.33,3651.19,706,63.2,29.9,15.6,5,4421.15,4.2
PROD000243,CAT013,Boat,Product_000243,4331.27,2732.18,3693,21.2,22.4,18.5,11,3910.65,3.3
PROD000244,CAT032,Crompton,Product_000244,16147.45,9389.01,5169,8.8,3.3,20.6,1,11991.29,3.7
PROD000245,CAT028,Crompton,Product_000245,1870.79,1271.11,2303,14.9,57.6,43.6,2,1639.75,3.9
PROD000246,CAT034,Dell,Product_000246,8266.71,5353.79,4299,42.7,43.5,58.3,6,7403.34,3.4
PROD000247,CAT037,Lakme,Product_000247,2844.17,1542.04,5357,11.7,47.6,6.5,7,2564.55,3.6
PROD000248,CAT033,Fastrack,Product_000248,4780.24,3022.75,3925,23.7,36.6,22.1,1,4113.25,4.7
PROD000249,CAT038,Hp,Product_000249,13699.19,9138.3,4004,66.6,17.6,41.4,6,11121.69,3.5
PROD000250,CAT017,Dell,Product_000250,7824.98,4084.75,3426,35.1,35.9,21.1,4,6091.45,2.9
PROD000251,CAT016,Dell,Product_000251,3311.82,413.84,5379,79.7,41.5,14.7,8,2753.57,3.6
PROD000252,CAT013,Wild Stone,Product_000252,5372.79,3765.34,1719,61.7,36.6,13.4,10,4634.22,4.6
PROD000253,CAT010,Samsung,Product_000253,10660.21,5206.52,4328,24.9,9.4,37.5,7,8612.28,3.1
PROD000254,CAT030,Fastrack,Product_000254,6812.14,4974.75,2341,5.6,49.2,12.5,12,5702.36,3.2
PROD000255,CAT029,Lakme,Product_000255,9377.16,6364.44,939,44.5,19.3,9.4,7,7191.36,3.1
PROD000256,CAT033,Philips,Product_000256,2344.77,1355.0,4093,57.9,25.0,46.0,5,1687.79,3.4
PROD000257,CAT007,Crompton,Product_000257,7501.03,3691.42,4579,40.2,33.9,23.3,2,6144.8,3.6
PROD000258,CAT020,Fastrack,Product_000258,2414.54,1307.43,4763,73.0,58.7,54.1,4,1635.56,3.3
PROD000259,CAT009,Lakme,Product_000259,4900.09,3177.8,5078,62.6,20.1,31.8,5,4309.79,2.9
PROD000260,CAT036,Hp,Product_000260,4602.68,2642.99,4123,44.0,4.4,11.4,10,3649.8,3.3
PROD000261,CAT011,Boat,Product_000261,9948.89,6544.72,2949,6.4,58.4,14.8,6,7676.5,3.5
PROD000262,CAT006,Airtel,Product_000262,13717.84,8789.24,5169,30.4,57.5,53.4,9,11531.16,3.6
PROD000263,CAT023,Oneplus,Product_000263,3012.76,1753.3,1232,42.1,13.5,11.0,2,2238.04,4.0
PROD000264,CAT036,Samsung,Product_000264,996.94,501.42,517,23.8,50.1,21.7,5,758.86,4.2
PROD000265,CAT037,Red Tape,Product_000265,4944.83,2778.16,2431,67.8,55.3,21.0,10,4458.47,4.4
PROD000266,CAT004,Philips,Product_000266,5204.41,3509.49,3244,36.8,2.8,59.3,11,4682.42,3.1
PROD000267,CAT014,Airtel,Product_000267,12761.27,8014.82,3772,20.3,45.8,58.6,5,9923.02,3.9
PROD000268,CAT007,Mi,Product_000268,7468.2,4772.49,4503,63.4,12.4,42.8,6,6070.3,2.9
PROD000269,CAT013,Samsung,Product_000269,6707.07,4708.18,244,50.6,50.0,17.2,4,5541.0,3.9
PROD000270,CAT022,Samsung,Product_000270,4067.58,2619.53,4431,19.8,3.2,14.0,12,3729.62,4.6
PROD000271,CAT012,Nike,Product_000271,6013.31,4261.64,3341,45.0,42.1,7.4,2,4993.69,4.5
PROD000272,CAT003,Boat,Product_000272,10368.95,6266.6,5246,57.1,49.4,7.4,11,7939.33,3.9
PROD000273,CAT021,Adidas,Product_000273,11401.2,7039.95,1979,38.6,4.1,56.7,9,9244.75,3.1
PROD000274,CAT003,Dell,Product_000274,4213.53,2766.04,3432,27.7,45.9,37.8,12,3745.59,2.8
PROD000275,CAT010,Bajaj,Product_000275,554.1,399.9,4239,56.7,8.9,15.1,2,457.44,3.5
PROD000276,CAT001,Crompton,Product_000276,1948.35,1537.91,2889,56.5,6.6,47.8,2,1830.02,3.4
PROD000277,CAT004,Dell,Product_000277,5157.62,3974.1,942,6.3,55.4,8.3,3,4740.06,4.1
PROD000278,CAT018,Philips,Product_000278,14213.89,10376.73,369,22.6,55.5,33.3,4,12000.0,2.7
PROD000279,CAT035,Samsung,Product_000279,11215.08,7622.11,702,53.5,45.0,15.0,3,8480.77,2.6
PROD000280,CAT031,Dell,Product_000280,4830.67,952.83,2772,21.8,53.6,29.1,5,3589.37,4.2
PROD000281,CAT004,Red Tape,Product_000281,6456.01,3684.24,3554,77.2,3.0,16.8,4,5109.54,3.9
PROD000282,CAT002,Red Tape,Product_000282,2891.6,2212.45,3181,17.2,31.7,11.6,9,2714.39,3.3
PROD000283,CAT014,Philips,Product_000283,3478.28,2132.72,3950,61.1,52.6,55.9,4,2644.68,4.2
PROD000284,CAT027,Fastrack,Product_000284,9264.0,4655.14,311,79.9,53.8,55.5,4,7137.13,3.5
PROD000285,CAT030,Bajaj,Product_000285,766.27,518.36,836,31.0,23.3,31.6,11,700.37,4.3
PROD000286,CAT033,Oneplus,Product_000286,5504.11,3586.11,4210,50.2,20.8,48.0,3,4533.84,4.4
PROD000287,CAT014,Wild Stone,Product_000287,6631.04,4570.96,4318,12.9,42.6,15.3,5,6275.11,4.2
PROD000288,CAT007,Adidas,Product_000288,9249.76,5579.86,3892,51.6,5.5,26.2,5,7589.68,4.6
PROD000289,CAT002,Airtel,Product_000289,2676.83,1641.78,4125,79.1,47.3,16.6,6,2510.21,2.7
PROD000290,CAT006,Airtel,Product_000290,7513.92,5398.35,5303,78.0,16.5,8.7,4,6556.0,2.8
PROD000291,CAT003,Dell,Product_000291,4013.3,2622.4,5199,35.9,32.3,27.7,7,3240.0,4.3
PROD000292,CAT035,Lakme,Product_000292,4918.96,2822.68,3580,66.5,13.2,45.7,10,3715.58,4.2
PROD000293,CAT011,Bajaj,Product_000293,1639.95,916.82,1824,67.0,44.6,45.7,6,1417.0,3.5
PROD000294,CAT033,Nike,Product_000294,4845.55,2841.59,176,29.5,57.5,28.8,12,3704.53,3.7
PROD000295,CAT023,Dell,Product_000295,2954.89,1404.52,3511,66.7,33.4,29.0,8,2229.25,3.0
PROD000296,CAT022,Lakme,Product_000296,10427.55,6928.04,2429,17.2,57.1,37.8,4,9871.65,3.3
PROD000297,CAT019,Hp,Product_000297,4226.5,2681.36,894,78.4,25.3,56.3,4,3767.51,2.7
PROD000298,CAT033,Oneplus,Product_000298,1575.95,1079.4,1262,69.8,18.6,12.4,1,1247.82,2.6
PROD000299,CAT002,Wild Stone,Product_000299,11250.29,6384.02,5157,43.3,50.6,26.7,1,8809.57,4.0
PROD000300,CAT004,Dell,Product_000300,4864.66,3084.45,458,33.9,4.2,54.7,9,3985.55,3.9
PROD000301,CAT017,Airtel,Product_000301,3978.11,2655.68,4352,75.9,18.3,34.7,10,3406.72,4.1
PROD000302,CAT016,Patanjali,Product_000302,4883.83,3377.62,4971,10.3,42.0,48.4,6,3916.38,3.4
PROD000303,CAT022,Wild Stone,Product_000303,1196.82,706.01,3817,42.4,13.0,29.9,2,970.15,4.4
PROD000304,CAT030,Airtel,Product_000304,4431.86,3014.35,431,41.5,53.6,55.6,6,3484.35,3.4
PROD000305,CAT024,Patanjali,Product_000305,8162.64,4133.82,4668,33.6,30.0,53.9,7,6449.63,3.2
PROD000306,CAT011,Wild Stone,Product_000306,2760.77,1820.7,3628,13.4,16.3,29.0,5,2566.34,3.9
PROD000307,CAT014,Fastrack,Product_000307,3050.57,1746.77,1596,23.9,23.5,4.3,6,2779.63,3.8
PROD000308,CAT031,Boat,Product_000308,3065.45,1804.88,3500,78.7,18.5,35.7,6,2575.65,4.2
PROD000309,CAT009,Lakme,Product_000309,2662.87,1785.82,837,65.6,42.7,15.4,2,2062.12,3.6
PROD000310,CAT021,Mi,Product_000310,3130.85,2207.13,3921,67.9,8.4,17.5,2,2872.82,4.7
PROD000311,CAT022,Fastrack,Product_000311,4280.98,2856.2,4976,43.2,51.5,28.1,1,3219.4,3.6
PROD000312,CAT031,Boat,Product_000312,2453.01,1553.2,2917,54.6,10.6,29.2,8,2125.08,2.5
PROD000313,CAT029,Hp,Product_000313,1905.51,1147.12,5241,42.9,18.4,52.2,11,1439.14,3.8
PROD000314,CAT019,Mi,Product_000314,3297.9,2015.29,2466,55.8,38.3,5.8,12,2558.05,4.3
PROD000315,CAT013,Crompton,Product_000315,3535.81,2227.19,4731,69.8,22.5,20.5,8,3258.76,3.6
PROD000316,CAT015,Boat,Product_000316,3909.32,2812.44,4278,23.2,31.6,39.4,12,3198.38,3.2
PROD000317,CAT017,Boat,Product_000317,4545.72,3046.98,578,76.3,35.0,38.8,5,4109.43,3.8
PROD000318,CAT009,Bajaj,Product_000318,6070.89,3557.74,5028,73.5,17.0,21.8,9,5231.2,4.1
PROD000319,CAT026,Red Tape,Product_000319,5121.68,4062.03,5016,36.4,33.0,14.0,7,4531.95,3.9
PROD000320,CAT009,Bajaj,Product_000320,2573.28,1440.4,1998,78.3,56.5,19.5,5,1981.46,3.4
PROD000321,CAT026,Philips,Product_000321,2784.89,1398.14,4385,71.2,2.1,54.0,9,1855.48,3.4
PROD000322,CAT031,Airtel,Product_000322,309.87,255.46,1313,8.0,36.6,18.7,12,291.6,4.4
PROD000323,CAT039,Bajaj,Product_000323,7660.66,4984.91,264,8.2,20.6,31.5,6,7006.69,3.1
PROD000324,CAT005,Nike,Product_000324,2996.72,1470.8,1223,58.0,52.0,56.8,8,2409.22,3.4
PROD000325,CAT031,Crompton,Product_000325,11020.43,5353.77,2714,63.8,7.6,10.6,3,8192.6,4.0
PROD000326,CAT004,Boat,Product_000326,2617.26,1755.98,412,23.7,5.5,52.8,7,2083.61,3.5
PROD000327,CAT014,Hp,Product_000327,2618.39,1816.22,964,42.4,25.5,45.6,8,2438.5,3.4
PROD000328,CAT008,Patanjali,Product_000328,5276.47,3537.17,5232,45.4,41.1,31.2,4,3990.21,2.8
PROD000329,CAT007,Nike,Product_000329,5728.01,2881.08,2767,38.4,2.4,57.1,10,4608.5,3.7
PROD000330,CAT008,Boat,Product_000330,1233.8,96.07,4545,10.2,49.1,8.2,10,809.8,4.8
PROD000331,CAT002,Oneplus,Product_000331,7614.18,5034.56,1216,21.4,21.5,51.9,11,6415.22,4.5
PROD000332,CAT033,Wild Stone,Product_000332,4281.86,2799.87,578,66.1,55.4,15.1,10,3431.23,4.3
PROD000333,CAT003,Dell,Product_000333,1605.59,961.07,4315,10.5,54.5,23.8,8,1222.18,3.6
PROD000334,CAT016,Boat,Product_000334,7163.84,4556.97,1984,51.7,46.3,10.9,7,6004.2,4.4
PROD000335,CAT028,Lakme,Product_000335,6648.54,4252.18,2583,52.6,44.7,31.7,12,5497.4,4.6
PROD000336,CAT040,Bajaj,Product_000336,1598.76,1087.92,5457,76.7,36.8,13.5,4,1348.33,3.0
PROD000337,CAT035,Philips,Product_000337,12751.72,10219.9,1809,79.1,48.1,18.3,1,11897.73,3.6
PROD000338,CAT006,Fastrack,Product_000338,2830.79,1542.71,2655,75.9,12.3,7.3,5,2201.03,4.5
PROD000339,CAT040,Dell,Product_000339,8582.91,5821.46,3528,45.6,49.4,21.1,6,7889.26,4.4
PROD000340,CAT027,Crompton,Product_000340,3586.03,2597.39,581,8.1,34.8,13.2,8,3238.81,4.5
PROD000341,CAT008,Lakme,Product_000341,1504.94,1018.57,3969,25.8,47.4,42.4,2,1288.07,4.7
PROD000342,CAT018,Crompton,Product_000342,6169.48,3673.31,2539,40.7,30.6,39.7,3,5290.94,3.2
PROD000343,CAT037,Mi,Product_000343,8468.68,4881.27,1045,7.9,38.6,41.3,11,7467.89,3.8
PROD000344,CAT016,Patanjali,Product_000344,8335.81,6335.78,2425,7.8,21.8,41.9,6,7120.05,2.9
PROD000345,CAT008,Lakme,Product_000345,10033.43,5347.41,2588,29.3,26.6,9.8,6,8121.59,3.7
PROD000346,CAT036,Oneplus,Product_000346,3054.57,1789.38,3560,34.1,23.2,16.0,1,2671.44,2.7
PROD000347,CAT039,Oneplus,Product_000347,6505.77,4638.94,5161,48.6,45.0,45.3,1,5904.92,3.5
PROD000348,CAT040,Patanjali,Product_000348,10153.76,4827.49,4231,75.0,13.6,31.0,10,7746.17,3.7
PROD000349,CAT039,Oneplus,Product_000349,5624.56,2558.95,2165,34.3,56.0,39.3,8,4193.52,4.1
PROD000350,CAT035,Wild Stone,Product_000350,7805.79,4069.95,5336,8.6,50.1,7.2,5,6572.88,3.0
PROD000351,CAT019,Samsung,Product_000351,7381.61,4095.38,4370,45.5,52.0,25.6,5,6429.38,4.5
PROD000352,CAT008,Red Tape,Product_000352,4299.51,3081.63,251,31.8,55.0,28.5,6,3544.43,2.6
PROD000353,CAT025,Patanjali,Product_000353,9150.15,6265.72,730,72.6,27.3,42.8,10,8597.79,3.9
PROD000354,CAT009,Adidas,Product_000354,8662.01,6929.07,1277,37.4,53.7,55.1,11,8163.58,4.6
PROD000355,CAT019,Hp,Product_000355,5014.37,3016.66,551,29.1,27.8,36.2,6,4293.62,4.5
PROD000356,CAT027,Nike,Product_000356,2499.06,1369.35,2721,59.3,7.9,46.6,5,1880.3,3.7
PROD000357,CAT038,Lakme,Product_000357,8422.27,5176.44,1940,42.0,4.9,40.0,5,6635.82,2.8
PROD000358,CAT012,Lakme,Product_000358,914.36,546.85,5354,46.6,5.7,55.0,6,791.8,2.7
PROD000359,CAT011,Mi,Product_000359,4477.77,2437.83,2653,16.4,12.9,49.4,4,3340.59,4.1
PROD000360,CAT030,Bajaj,Product_000360,1630.64,990.45,1246,33.1,22.9,17.8,4,1383.51,2.8
PROD000361,CAT001,Red Tape,Product_000361,3002.01,1861.46,5342,8.5,58.8,16.4,6,2649.52,2.6
PROD000362,CAT023,Hp,Product_000362,3362.52,2045.42,2875,61.6,16.0,55.1,10,2854.66,3.5
PROD000363,CAT030,Patanjali,Product_000363,3979.68,2156.41,495,23.4,55.0,37.5,4,3574.15,2.9
PROD000364,CAT023,Mi,Product_000364,8143.88,5359.62,537,14.0,49.0,29.2,6,6189.81,4.4
PROD000365,CAT016,Wild Stone,Product_000365,4091.46,3154.92,3747,49.2,51.9,43.2,4,3532.14,3.7
PROD000366,CAT034,Mi,Product_000366,8024.03,5524.03,2772,48.5,47.5,19.8,6,6432.65,4.5
PROD000367,CAT015,Dell,Product_000367,6393.79,3297.54,3471,28.7,58.4,49.3,2,5480.17,3.4
PROD000368,CAT029,Philips,Product_000368,13334.29,8333.33,4688,77.2,8.9,33.6,6,10097.76,4.6
PROD000369,CAT019,Nike,Product_000369,3816.01,2370.37,3779,52.7,29.8,52.8,9,3070.71,4.7
PROD000370,CAT002,Mi,Product_000370,744.01,410.03,4754,74.5,21.9,40.0,9,495.24,3.8
PROD000371,CAT022,Airtel,Product_000371,6225.53,3268.94,4111,27.5,18.5,18.6,8,5203.22,2.9
PROD000372,CAT002,Boat,Product_000372,7192.91,5808.08,3742,46.4,27.9,58.1,7,6601.16,2.6
PROD000373,CAT038,Red Tape,Product_000373,5832.09,3678.21,827,36.0,29.9,26.5,8,4416.33,4.6
PROD000374,CAT025,Boat,Product_000374,2701.44,1432.09,2707,36.0,59.2,46.9,6,2225.16,3.7
PROD000375,CAT015,Nike,Product_000375,7065.84,5533.2,2439,8.6,17.4,18.3,12,6222.58,3.0
PROD000376,CAT020,Fastrack,Product_000376,11029.09,5356.43,3020,21.5,54.9,27.4,8,8397.5,3.4
PROD000377,CAT025,Oneplus,Product_000377,5939.73,4101.95,2212,70.2,11.7,45.3,4,5570.24,4.6
PROD000378,CAT011,Samsung,Product_000378,10553.62,5973.92,3450,68.7,40.6,43.0,8,9223.39,4.7
PROD000379,CAT012,Lakme,Product_000379,6314.72,3363.5,2219,12.9,19.7,56.6,4,5214.26,3.0
PROD000380,CAT017,Samsung,Product_000380,9596.54,7417.2,3111,6.4,57.7,48.7,9,8330.73,3.7
PROD000381,CAT011,Fastrack,Product_000381,4842.33,3131.98,2232,12.7,38.8,22.2,5,4058.88,4.4
PROD000382,CAT031,Philips,Product_000382,7520.27,4513.33,4970,52.9,5.7,52.3,6,6659.26,4.2
PROD000383,CAT005,Wild Stone,Product_000383,7372.92,5639.03,2116,23.0,55.6,55.6,7,6770.2,4.0
PROD000384,CAT034,Hp,Product_000384,2417.93,1965.63,4047,62.2,19.0,57.4,12,2278.8,4.4
PROD000385,CAT014,Oneplus,Product_000385,7208.5,5750.02,3414,5.4,55.8,54.4,7,6569.34,4.4
PROD000386,CAT023,Red Tape,Product_000386,3628.06,2389.66,2182,58.7,2.8,42.9,7,2715.85,3.9
PROD000387,CAT007,Lakme,Product_000387,7021.88,5006.29,4461,71.5,14.7,48.6,11,5743.3,3.6
PROD000388,CAT016,Fastrack,Product_000388,6419.4,3540.11,5109,8.4,18.1,40.3,10,4172.92,4.4
PROD000389,CAT031,Dell,Product_000389,2919.18,1931.21,4207,70.1,41.9,21.9,1,2439.38,4.3
PROD000390,CAT011,Adidas,Product_000390,10911.98,6580.54,5222,73.8,48.3,49.7,6,9364.12,3.0
PROD000391,CAT006,Crompton,Product_000391,1708.17,1187.47,2456,45.2,38.5,16.7,9,1352.98,3.7
PROD000392,CAT021,Philips,Product_000392,5310.57,3095.54,5034,26.3,5.6,28.2,5,4861.48,3.9
PROD000393,CAT007,Hp,Product_000393,2762.73,1586.76,4832,47.2,27.2,23.2,3,2438.77,4.7
PROD000394,CAT013,Nike,Product_000394,12947.04,7582.2,4217,28.3,30.7,13.6,7,10384.46,3.6
PROD000395,CAT019,Crompton,Product_000395,12213.46,7009.55,4610,75.0,22.8,48.7,3,10231.43,3.1
PROD000396,CAT023,Boat,Product_000396,7542.11,4620.08,4043,45.8,26.3,30.4,7,5887.55,2.9
PROD000397,CAT026,Nike,Product_000397,8099.21,5351.39,2866,64.9,30.0,33.5,9,6139.8,4.6
PROD000398,CAT028,Dell,Product_000398,4868.11,2804.9,3083,50.7,34.1,32.1,4,3753.33,3.8
PROD000399,CAT034,Samsung,Product_000399,6448.17,4469.83,2356,26.6,38.6,42.6,8,5834.06,3.1
PROD000400,CAT003,Oneplus,Product_000400,5230.71,3529.11,3687,42.5,14.2,13.9,10,4854.75,3.5
PROD000401,CAT015,Philips,Product_000401,2849.62,1734.43,1854,71.0,54.3,32.0,4,2414.64,2.6
PROD000402,CAT001,Samsung,Product_000402,1809.86,1318.69,4094,33.7,50.0,18.6,6,1631.58,2.5
PROD000403,CAT001,Nike,Product_000403,6927.58,5111.65,2828,30.6,47.6,58.4,8,6293.04,3.3
PROD000404,CAT009,Crompton,Product_000404,1306.26,640.61,2007,76.7,48.7,7.4,8,1016.5,4.1
PROD000405,CAT024,Wild Stone,Product_000405,6396.37,2968.74,895,30.1,32.5,56.0,8,4830.55,4.2
PROD000406,CAT036,Samsung,Product_000406,8216.49,4904.03,1480,69.5,57.3,7.4,4,6188.82,2.5
PROD000407,CAT031,Adidas,Product_000407,6990.68,3816.71,3557,18.4,23.2,10.1,2,4761.63,4.1
PROD000408,CAT026,Samsung,Product_000408,4163.83,2778.89,2097,64.4,26.4,54.8,6,3654.2,4.2
PROD000409,CAT032,Adidas,Product_000409,6555.08,3635.76,279,51.1,49.3,40.3,4,5034.23,3.0
PROD000410,CAT007,Philips,Product_000410,11479.49,6638.13,1881,14.0,52.4,22.2,5,9480.36,2.9
PROD000411,CAT034,Tata,Product_000411,7021.01,3332.51,2078,9.8,28.0,36.9,10,5413.95,4.1
PROD000412,CAT036,Adidas,Product_000412,2447.8,1620.77,1365,27.4,51.2,13.3,6,2015.46,3.8
PROD000413,CAT004,Fastrack,Product_000413,5254.75,3490.01,1646,54.3,38.7,7.6,11,4804.26,3.4
PROD000414,CAT019,Oneplus,Product_000414,6923.4,4729.96,3907,32.0,24.5,6.8,9,6447.77,3.8
PROD000415,CAT034,Boat,Product_000415,3911.61,2539.26,4130,25.3,54.5,19.1,3,2925.3,4.4
PROD000416,CAT020,Boat,Product_000416,2956.42,2061.58,5278,48.6,31.2,14.0,2,2510.25,2.7
PROD000417,CAT034,Nike,Product_000417,1261.78,727.29,738,76.4,51.3,26.6,8,1092.3,3.7
PROD000418,CAT038,Mi,Product_000418,9165.79,6315.64,1783,14.1,49.1,53.1,3,7922.78,3.1
PROD000419,CAT019,Samsung,Product_000419,3914.59,2151.85,516,53.3,7.6,25.2,12,3363.97,3.2
PROD000420,CAT003,Hp,Product_000420,2762.76,1363.71,3412,73.4,52.5,26.3,5,2071.81,4.3
PROD000421,CAT014,Red Tape,Product_000421,6318.74,4813.76,188,45.6,11.4,10.8,1,5911.93,4.0
PROD000422,CAT009,Tata,Product_000422,7908.0,4645.28,1209,77.3,49.2,59.4,4,7283.66,4.5
PROD000423,CAT019,Boat,Product_000423,9772.21,5194.48,3270,49.8,45.8,12.1,11,7593.63,3.3
PROD000424,CAT024,Fastrack,Product_000424,3581.01,2562.84,2037,55.4,44.8,22.9,3,2947.76,3.7
PROD000425,CAT019,Mi,Product_000425,5594.64,4222.06,3040,64.3,55.4,57.0,6,5139.48,2.8
PROD000426,CAT008,Adidas,Product_000426,2137.98,1772.02,3557,20.0,36.8,29.5,10,2016.32,4.5
PROD000427,CAT013,Dell,Product_000427,4321.99,3344.38,4630,47.0,21.6,22.9,11,3868.35,3.9
PROD000428,CAT028,Adidas,Product_000428,2689.73,1653.96,2222,51.1,36.4,44.0,2,2384.0,4.6
PROD000429,CAT002,Lakme,Product_000429,1319.79,988.61,1606,14.0,42.4,5.8,10,1251.86,4.0
PROD000430,CAT009,Patanjali,Product_000430,5032.04,3221.04,3010,39.2,23.1,22.0,8,4513.74,2.8
PROD000431,CAT036,Crompton,Product_000431,10682.13,6797.7,476,62.8,16.7,36.5,3,8401.23,3.8
PROD000432,CAT004,Airtel,Product_000432,2357.84,1271.35,326,8.1,30.4,59.5,6,1804.52,4.7
PROD000433,CAT017,Lakme,Product_000433,12493.29,5684.79,2542,36.0,54.1,58.2,2,9468.41,2.9
PROD000434,CAT009,Mi,Product_000434,6700.58,3606.92,1278,15.9,38.6,39.1,2,5741.84,3.3
PROD000435,CAT005,Adidas,Product_000435,7236.07,5249.82,139,18.2,54.0,23.0,11,6315.17,4.0
PROD000436,CAT017,Samsung,Product_000436,6960.99,4353.32,3769,43.4,29.6,34.8,4,4979.39,3.8
PROD000437,CAT021,Patanjali,Product_000437,3315.59,1535.54,4507,7.2,56.9,56.3,5,2456.07,2.9
PROD000438,CAT008,Adidas,Product_000438,1931.13,1175.78,899,36.9,47.9,41.4,2,1507.75,2.9
PROD000439,CAT004,Airtel,Product_000439,5562.72,3937.48,3145,6.9,22.6,12.4,5,4592.71,2.8
PROD000440,CAT006,Crompton,Product_000440,13517.18,9867.96,5414,74.4,28.0,58.4,2,12000.0,3.7
PROD000441,CAT027,Hp,Product_000441,9103.2,5749.35,1551,71.2,59.9,54.5,10,7940.74,4.6
PROD000442,CAT035,Oneplus,Product_000442,1359.07,933.82,4046,20.9,57.3,16.1,5,1209.22,3.7
PROD000443,CAT008,Red Tape,Product_000443,5068.69,2787.98,975,9.9,25.8,40.8,12,4207.75,3.4
PROD000444,CAT013,Dell,Product_000444,931.56,673.55,5133,23.8,50.3,53.2,10,768.22,3.0
PROD000445,CAT014,Samsung,Product_000445,12649.24,9239.04,102,7.1,54.8,16.3,10,12000.0,4.5
PROD000446,CAT015,Dell,Product_000446,3723.77,2008.62,1692,60.1,16.6,55.7,5,2783.46,4.8
PROD000447,CAT010,Fastrack,Product_000447,1284.22,927.04,5373,48.0,32.0,14.1,12,1050.33,4.1
PROD000448,CAT003,Hp,Product_000448,6922.28,3749.66,3722,45.8,45.9,24.0,7,5642.79,3.7
PROD000449,CAT022,Red Tape,Product_000449,6934.72,4563.3,1244,68.9,6.5,56.8,2,6228.19,4.6
PROD000450,CAT015,Philips,Product_000450,982.45,485.73,4373,65.7,48.7,57.0,2,767.84,3.7
PROD000451,CAT014,Wild Stone,Product_000451,5895.09,2956.24,4950,35.7,14.2,5.3,12,4637.5,3.3
PROD000452,CAT011,Airtel,Product_000452,4939.66,2911.13,2731,50.8,29.8,52.5,11,3551.73,2.9
PROD000453,CAT038,Boat,Product_000453,1065.52,607.91,943,38.1,23.8,42.8,8,853.98,2.8
PROD000454,CAT025,Bajaj,Product_000454,4211.5,2572.65,1496,51.8,44.9,52.8,4,3308.76,3.5
PROD000455,CAT017,Adidas,Product_000455,4915.71,3279.63,5193,16.4,15.5,29.9,9,4557.71,3.4
PROD000456,CAT009,Mi,Product_000456,8507.01,5608.32,970,27.5,29.0,59.0,3,6924.72,3.0
PROD000457,CAT033,Bajaj,Product_000457,6208.91,3492.38,1784,23.9,17.4,45.9,11,4977.25,3.7
PROD000458,CAT036,Samsung,Product_000458,7165.32,4445.05,886,17.6,5.2,46.5,5,5508.94,4.2
PROD000459,CAT002,Patanjali,Product_000459,2115.02,1600.89,670,36.0,50.9,27.9,5,1902.29,3.9
PROD000460,CAT038,Tata,Product_000460,12940.38,8506.18,2919,59.5,15.0,26.0,12,9853.4,4.3
PROD000461,CAT028,Samsung,Product_000461,12756.86,6584.45,2242,34.7,15.5,15.5,11,10734.08,4.4
PROD000462,CAT004,Philips,Product_000462,1995.88,1539.27,349,78.7,4.7,7.3,8,1849.82,2.8
PROD000463,CAT031,Airtel,Product_000463,12980.24,7729.71,884,27.7,31.2,54.5,2,12000.0,4.8
PROD000464,CAT005,Samsung,Product_000464,8184.03,5971.83,303,76.1,17.6,37.1,2,7377.38,2.9
PROD000465,CAT003,Adidas,Product_000465,4538.77,2845.66,233,19.5,34.8,35.3,7,3999.53,4.2
PROD000466,CAT005,Hp,Product_000466,4034.06,2733.31,1064,29.1,44.0,22.9,2,3364.74,3.8
PROD000467,CAT019,Boat,Product_000467,3328.99,1734.58,4116,17.3,4.7,45.4,4,2611.74,3.7
PROD000468,CAT025,Tata,Product_000468,7004.94,5025.6,180,22.8,13.6,26.8,10,6333.48,4.6
PROD000469,CAT017,Philips,Product_000469,12150.0,5748.27,1744,16.8,24.7,49.3,4,9014.72,4.3
PROD000470,CAT005,Lakme,Product_000470,10900.6,6459.48,3150,51.9,53.0,8.5,11,9923.56,2.6
PROD000471,CAT008,Crompton,Product_000471,2164.82,1380.66,4116,20.0,8.4,17.9,9,1760.28,3.9
PROD000472,CAT035,Wild Stone,Product_000472,13788.28,7274.89,3761,11.4,45.1,19.9,1,10377.41,3.6
PROD000473,CAT039,Red Tape,Product_000473,4291.05,2677.91,5437,25.0,57.3,5.3,1,3301.44,3.5
PROD000474,CAT031,Crompton,Product_000474,4454.0,2883.32,1588,55.9,6.5,41.2,4,3579.33,2.6
PROD000475,CAT005,Nike,Product_000475,4196.68,2856.09,101,37.1,21.3,43.3,1,3735.37,4.5
PROD000476,CAT033,Adidas,Product_000476,823.8,512.33,306,16.7,46.6,27.1,1,651.41,3.3
PROD000477,CAT028,Tata,Product_000477,3935.02,2101.95,627,9.8,56.2,48.5,6,2879.23,4.8
PROD000478,CAT022,Adidas,Product_000478,5487.86,4221.4,5366,59.7,16.3,57.4,2,4890.03,4.4
PROD000479,CAT006,Bajaj,Product_000479,12065.01,9064.98,3178,57.8,39.2,45.3,12,11066.16,4.3
PROD000480,CAT040,Mi,Product_000480,1386.08,1103.41,4417,39.6,44.4,41.7,2,1316.44,3.9
PROD000481,CAT018,Red Tape,Product_000481,11403.71,8439.19,5419,44.6,25.4,29.2,11,9662.16,4.4
PROD000482,CAT002,Airtel,Product_000482,5879.43,3407.77,4659,23.0,40.8,35.0,6,5459.81,3.1
